login,logout,lastseen
1483340798752,1483342600304,1483340798752
1483340820882,1483342625335,1483340820882
1483342627674,-,1483342627674
1483340826019,1483342630337,1483340826019
1483342637427,-,1483342637427
1483340837689,1483342640342,1483340837689
1483340839252,1483342645346,1483340842942
1483342659181,-,1483342659181
1483342666864,-,1483342666864
1483340869526,1483342670359,1483340869526
1483342672436,-,1483342672436
1483342673560,-,1483342673560
1483342686938,-,1483342686938
1483340894714,1483342695374,1483340894714
1483342698207,-,1483342698207
1483342713213,-,1483342713213
1483342713213,1483342729901,1483342713213
1483342729901,-,1483342729901
1483340928781,1483342730397,1483340928781
1483342732969,-,1483342732969
1483340933090,1483342735400,1483340933090
1483342738056,-,1483342738056
1483342748537,-,1483342748537
1483342750187,-,1483342750187
1483340952977,1483342755411,1483340952977
1483342758606,-,1483342758606
1483340969798,1483342770423,1483340969798
1483342770663,-,1483342770663
1483342773449,-,1483342773449
1483340978188,1483342780430,1483340978188
1483342789597,-,1483342789597
1483341002172,1483342805445,1483341002172
1483341004055,1483342805445,1483341004055
1483342810696,-,1483342810696
1483341011463,1483342815449,1483341011463
1483342816192,-,1483342816192
1483342824951,-,1483342824951
1483341026903,1483342830457,1483341026903
1483342838392,-,1483342838392
1483342838743,-,1483342838743
1483342842066,-,1483342842066
1483342845049,-,1483342845049
1483342853603,-,1483342853603
1483342859710,-,1483342859710
1483342865254,-,1483342865254
1483342878177,-,1483342878177
1483342890943,-,1483342890943
1483342892301,-,1483342892301
1483342896647,-,1483342896647
1483342899534,-,1483342899534
1483341096380,1483342900490,1483341096380
1483341100460,1483342900490,1483341100460
1483341111176,1483342915501,1483341111176
1483342927086,-,1483342927086
1483342929489,-,1483342929489
1483341131595,1483342935516,1483341131595
1483341137664,1483342940520,1483341137664
1483342942410,-,1483342942410
1483341140559,1483342945524,1483341140559
1483341147885,1483342950529,1483341147885
1483342453376,1483342951357,1483342456478
1483342951357,-,1483342951357
1483342954545,-,1483342954545
1483342954833,-,1483342954833
1483341157536,1483342960535,1483341157536
1483342975403,-,1483342975403
1483341174198,1483342980537,1483341178055
1483341176986,1483342980537,1483341176986
1483342981040,-,1483342981040
1483342983708,-,1483342983708
1483343003973,-,1483343003973
1483341208265,1483343010559,1483341208265
1483341208270,1483343010566,1483341208270
1483343012437,-,1483343012437
1483343024307,-,1483343024307
1483341222011,1483343025571,1483341222011
1483341224646,1483343025571,1483341224646
1483343034068,-,1483343034068
1483341235532,1483343035575,1483341235532
1483343055496,-,1483343055496
1483341255604,1483343060590,1483341255604
1483343061713,-,1483343061713
1483341262190,1483343070600,1483341265694
1483341266513,1483343070600,1483341266513
1483341270052,1483343070600,1483341270052
1483343075243,-,1483343075243
1483341272575,1483343075602,1483341272575
1483343104982,-,1483343104982
1483343107823,-,1483343107823
1483343111705,-,1483343111705
1483343122058,-,1483343122058
1483341326626,1483343130641,1483341326626
1483341331931,1483343135647,1483341331931
1483343138089,-,1483343138089
1483341332818,1483343140650,1483341336435
1483341342004,1483343145652,1483341342004
1483343159266,-,1483343159266
1483341374518,1483343175674,1483341374518
1483343207815,-,1483343207815
1483341410233,1483343210701,1483341410233
1483341410780,1483343215704,1483341410780
1483343222267,-,1483343222267
1483341420759,1483343225708,1483341420759
1483343233589,-,1483343233589
1483343235627,-,1483343235627
1483341456254,1483343260734,1483341456254
1483341466645,1483343270742,1483341466645
1483343278053,-,1483343278053
1483343283559,-,1483343283559
1483343293357,-,1483343293357
1483343320282,-,1483343320282
1483331798755,1483343320720,1483342742213
1483343320721,-,1483343320721
1483341538632,1483343340781,1483341538632
1483343341734,-,1483343341734
1483341543576,1483343350790,1483341546646
1483343350920,-,1483343350920
1483342951357,1483343353664,1483342954460
1483343353665,-,1483343353665
1483343355088,-,1483343355088
1483343360286,-,1483343360286
1483341557388,1483343360793,1483341557388
1483343361977,-,1483343361977
1483341569881,1483343370802,1483341569881
1483343375077,-,1483343375077
1483343414167,-,1483343414167
1483343416997,-,1483343416997
1483341626941,1483343430851,1483341626941
1483341634211,1483343435856,1483341634211
1483343445287,-,1483343445287
1483343463463,-,1483343463463
1483343470500,-,1483343470500
1483341670478,1483343475879,1483341673623
1483341670732,1483343475879,1483341673911
1483341679953,1483343480882,1483341679953
1483343514268,-,1483343514268
1483341713685,1483343515907,1483341713685
1483343534705,-,1483343534705
1483343536326,-,1483343536326
1483343534705,1483343536327,1483343534705
1483343536327,-,1483343536327
1483343536327,1483343538056,1483343536327
1483343538056,-,1483343538056
1483343470500,1483343540330,1483343484255
1483341748208,1483343550935,1483341748208
1483343553525,-,1483343553525
1483341753770,1483343555936,1483341753770
1483343583873,-,1483343583873
1483341786795,1483343590978,1483341786795
1483341815505,1483343615999,1483341815505
1483343618927,-,1483343618927
1483341817897,1483343621004,1483341817897
1483343634739,-,1483343634739
1483343636238,-,1483343636238
1483341839507,1483343646021,1483341842974
1483343651739,-,1483343651739
1483343651934,-,1483343651934
1483343663997,-,1483343663997
1483343665970,-,1483343665970
1483341868551,1483343671035,1483341868551
1483343674755,-,1483343674755
1483341874959,1483343676036,1483341874959
1483341878084,1483343681037,1483341878084
1483343634739,1483343681360,1483343634739
1483343681361,-,1483343681361
1483343692343,-,1483343692343
1483343694859,-,1483343694859
1483343696227,-,1483343696227
1483343707660,-,1483343707660
1483341929274,1483343731072,1483341929274
1483343731970,-,1483343731970
1483341961603,1483343766098,1483341961603
1483341968567,1483343771101,1483341968567
1483343774504,-,1483343774504
1483343788480,-,1483343788480
1483341023994,1483343796123,1483341991295
1483343807218,-,1483343807218
1483342008739,1483343811130,1483342008739
1483343824390,-,1483343824390
1483343829595,-,1483343829595
1483342027912,1483343831142,1483342027912
1483343835653,-,1483343835653
1483342031767,1483343836143,1483342031767
1483343839618,-,1483343839618
1483342073161,1483343876164,1483342073161
1483343880548,-,1483343880548
1483342079978,1483343881166,1483342079978
1483342090963,1483343891175,1483342090963
1483342105133,1483343906189,1483342105133
1483342123865,1483343926208,1483342123865
1483342145905,1483343946222,1483342145905
1483342149490,1483343951225,1483342149490
1483343954305,-,1483343954305
1483343957349,-,1483343957349
1483343960821,-,1483343960821
1483343961759,-,1483343961759
1483342164794,1483343966230,1483342164794
1483343982393,-,1483343982393
1483343984034,-,1483343984034
1483343984039,-,1483343984039
1483343988076,-,1483343988076
1483343990631,-,1483343990631
1483342191377,1483343996249,1483342191377
1483343997907,-,1483343997907
1483342198703,1483344001252,1483342198703
1483344009625,-,1483344009625
1483342210551,1483344011256,1483342210551
1483344015775,-,1483344015775
1483344020255,-,1483344020255
1483342228672,1483344031266,1483342228672
1483342229658,1483344031266,1483342229658
1483342235774,1483344036269,1483342235774
1483342240066,1483344041271,1483342240066
1483344047574,-,1483344047574
1483342269388,1483344071289,1483342269388
1483342270300,1483344071289,1483342270300
1483342275687,1483344076292,1483342275687
1483344080566,-,1483344080566
1483344087505,-,1483344087505
1483344089518,-,1483344089518
1483342352629,1483344156353,1483342352629
1483342357271,1483344161355,1483342357271
1483342381573,1483344186371,1483342381573
1483342401850,1483344206387,1483342401850
1483344225941,-,1483344225941
1483342431743,1483344236405,1483342431743
1483342443366,1483344246414,1483342443366
1483344247977,-,1483344247977
1483344253439,-,1483344253439
1483342450936,1483344256421,1483342454165
1483342452462,1483344256421,1483342452462
1483344263190,-,1483344263190
1483344269591,-,1483344269591
1483344284959,-,1483344284959
1483344287436,-,1483344287436
1483342509695,1483344311460,1483342509695
1483342510293,1483344311461,1483342510293
1483342524369,1483344326471,1483342524369
1483344330366,-,1483344330366
1483344367567,-,1483344367567
1483344382457,-,1483344382457
1483342582405,1483344386525,1483342582405
1483342592071,1483344396533,1483342592071
1483344414312,-,1483344414312
1483342627674,1483344431560,1483342627674
1483342637427,1483344441567,1483342637427
1483344450275,-,1483344450275
1483344461537,-,1483344461537
1483342659181,1483344461576,1483342659181
1483342666864,1483344471584,1483342666864
1483342672436,1483344476587,1483342672436
1483342673560,1483344476588,1483342673560
1483344491043,-,1483344491043
1483342686938,1483344491602,1483342690085
1483342698207,1483344501604,1483342698207
1483344504200,-,1483344504200
1483344518154,-,1483344518154
1483344527419,-,1483344527419
1483344530784,-,1483344530784
1483342729901,1483344531622,1483342729901
1483342732969,1483344536625,1483342732969
1483344537862,-,1483344537862
1483344541404,-,1483344541404
1483342738056,1483344541627,1483342738056
1483342748537,1483344551637,1483342748537
1483342750187,1483344551637,1483342750187
1483344569025,-,1483344569025
1483342770663,1483344571650,1483342770663
1483342773449,1483344576653,1483342773449
1483342789597,1483344591661,1483342789597
1483342810696,1483344611680,1483342810696
1483342816192,1483344616683,1483342816192
1483342824951,1483344631692,1483342828203
1483342838392,1483344641697,1483342838392
1483342838743,1483344641697,1483342838743
1483342842066,1483344646699,1483342842066
1483342845049,1483344651700,1483342848308
1483342859710,1483344661708,1483342859710
1483342865254,1483344666710,1483342865254
1483342878177,1483344681723,1483342878177
1483342890943,1483344691727,1483342890943
1483342892301,1483344696728,1483342892301
1483342896647,1483344696728,1483342896647
1483344701007,-,1483344701007
1483342899534,1483344701731,1483342899534
1483344704483,-,1483344704483
1483344330366,1483344708615,1483344330366
1483344708615,-,1483344708615
1483342927086,1483344731751,1483342927086
1483342929489,1483344731751,1483342929489
1483344738151,-,1483344738151
1483344739040,-,1483344739040
1483344708615,1483344742803,1483344708615
1483344742803,-,1483344742803
1483342942410,1483344746760,1483342942410
1483342954545,1483344756770,1483342954545
1483344763081,-,1483344763081
1483344767452,-,1483344767452
1483344768493,-,1483344768493
1483344771263,-,1483344771263
1483344776722,-,1483344776722
1483342975403,1483344776776,1483342975403
1483344777028,-,1483344777028
1483342981040,1483344781776,1483342981040
1483342983708,1483344786781,1483342983708
1483344798524,-,1483344798524
1483344812899,-,1483344812899
1483343012437,1483344816804,1483343012437
1483344819720,-,1483344819720
1483343024307,1483344826812,1483343024307
1483344829026,-,1483344829026
1483343034068,1483344836818,1483343034068
1483344841574,-,1483344841574
1483343055496,1483344856833,1483343055496
1483344860808,-,1483344860808
1483343061713,1483344861835,1483343061713
1483344886480,-,1483344886480
1483344886480,1483344887916,1483344886480
1483344887917,-,1483344887917
1483343104982,1483344906866,1483343104982
1483344911538,-,1483344911538
1483343107823,1483344911869,1483343107823
1483343111705,1483344911869,1483343111705
1483343122058,1483344926883,1483343122058
1483331369299,1483344941892,1483343137530
1483343138089,1483344941892,1483343138089
1483344952634,-,1483344952634
1483343159266,1483344961910,1483343159266
1483344966874,-,1483344966874
1483345005696,-,1483345005696
1483345005840,-,1483345005840
1483343207815,1483345011937,1483343207815
1483345018255,-,1483345018255
1483343222267,1483345026944,1483343222267
1483343233589,1483345036949,1483343233589
1483343235627,1483345036950,1483343235627
1483345058478,-,1483345058478
1483343278053,1483345081988,1483343278053
1483343293357,1483345097001,1483343293357
1483343320282,1483345122021,1483343320282
1483345122936,-,1483345122936
1483345126645,-,1483345126645
1483343341734,1483345142034,1483343341734
1483345147712,-,1483345147712
1483343350920,1483345152040,1483343350920
1483343353665,1483345157042,1483343356801
1483343355088,1483345157042,1483343355088
1483343360286,1483345162046,1483343360286
1483343361977,1483345167048,1483343365142
1483345169747,-,1483345169747
1483345170258,-,1483345170258
1483343375077,1483345177049,1483343375077
1483345192424,-,1483345192424
1483345199353,-,1483345199353
1483343414167,1483345217083,1483343414167
1483343416997,1483345217084,1483343416997
1483343445287,1483345247109,1483343445287
1483345248384,-,1483345248384
1483345263379,-,1483345263379
1483345263943,-,1483345263943
1483343463463,1483345267124,1483343463463
1483345271150,-,1483345271150
1483345291997,-,1483345291997
1483343514268,1483345317160,1483343514268
1483345321792,-,1483345321792
1483343536326,1483345337175,1483343536326
1483343538056,1483345342176,1483343538056
1483343553525,1483345357183,1483343553525
1483345362108,-,1483345362108
1483345365724,-,1483345365724
1483345366812,-,1483345366812
1483345371580,-,1483345371580
1483345373551,-,1483345373551
1483343583873,1483345387191,1483343583873
1483345403980,-,1483345403980
1483343618927,1483345422213,1483343618927
1483345432270,-,1483345432270
1483343636238,1483345442225,1483343639275
1483343651739,1483345452233,1483343651739
1483343651934,1483345452233,1483343651934
1483343663997,1483345467242,1483343663997
1483343665970,1483345467242,1483343665970
1483343674755,1483345477251,1483343674755
1483345479766,-,1483345479766
1483343681361,1483345482252,1483343681361
1483345487437,-,1483345487437
1483345496749,-,1483345496749
1483343692343,1483345497257,1483343692343
1483343694859,1483345497257,1483343694859
1483343707660,1483345512270,1483343707660
1483345523594,-,1483345523594
1483345525083,-,1483345525083
1483343731970,1483345532280,1483343731970
1483345549032,-,1483345549032
1483345551470,-,1483345551470
1483345552007,-,1483345552007
1483345570863,-,1483345570863
1483345570863,1483345571532,1483345570863
1483345571533,-,1483345571533
1483345572375,-,1483345572375
1483343774504,1483345577305,1483343774504
1483345579795,-,1483345579795
1483345583142,-,1483345583142
1483345585881,-,1483345585881
1483343788480,1483345592314,1483343788480
1483343807218,1483345612326,1483343810242
1483345618579,-,1483345618579
1483345623102,-,1483345623102
1483343824390,1483345627335,1483343824390
1483343829595,1483345632337,1483343829595
1483343835653,1483345637339,1483343835653
1483343839618,1483345642341,1483343839618
1483345668666,-,1483345668666
1483343880548,1483345687379,1483343883784
1483345694676,-,1483345694676
1483345709443,-,1483345709443
1483345715069,-,1483345715069
1483345727971,-,1483345727971
1483345728762,-,1483345728762
1483345749498,-,1483345749498
1483345749499,-,1483345749499
1483343954305,1483345757426,1483343954305
1483343957349,1483345757426,1483343957349
1483345762014,-,1483345762014
1483343960821,1483345762427,1483343960821
1483343961759,1483345762428,1483343961759
1483343982393,1483345782444,1483343982393
1483345785456,-,1483345785456
1483343984034,1483345787447,1483343984034
1483343984039,1483345787447,1483343987261
1483345788625,-,1483345788625
1483343988076,1483345792450,1483343991461
1483343990631,1483345792450,1483343990631
1483345793948,-,1483345793948
1483343997907,1483345802461,1483343997907
1483345808442,-,1483345808442
1483345762014,1483345810254,1483345762014
1483345810254,-,1483345810254
1483344009625,1483345812465,1483344009625
1483344015775,1483345817467,1483344015775
1483344020255,1483345822471,1483344020255
1483345823896,-,1483345823896
1483345623102,1483345837951,1483345623102
1483345837952,-,1483345837952
1483344047574,1483345852496,1483344047574
1483345876493,-,1483345876493
1483344080566,1483345882518,1483344080566
1483345887157,-,1483345887157
1483344087505,1483345887519,1483344087505
1483345579795,1483345891102,1483345579795
1483345891102,-,1483345891102
1483344089518,1483345892521,1483344089518
1483345899405,-,1483345899405
1483345912780,-,1483345912780
1483345479766,1483345928648,1483345479766
1483345928649,-,1483345928649
1483345935839,-,1483345935839
1483345950020,-,1483345950020
1483345972365,-,1483345972365
1483334082624,1483345972584,1483344170974
1483345972852,-,1483345972852
1483345993368,-,1483345993368
1483345994524,-,1483345994524
1483346000291,-,1483346000291
1483344225941,1483346027622,1483344225941
1483346027832,-,1483346027832
1483346038599,-,1483346038599
1483346041177,-,1483346041177
1483344247977,1483346052640,1483344247977
1483346054008,-,1483346054008
1483344253439,1483346057643,1483344253439
1483346062908,-,1483346062908
1483346062908,1483346065695,1483346062908
1483346065695,-,1483346065695
1483344263190,1483346067647,1483344263190
1483346067928,-,1483346067928
1483346082593,-,1483346082593
1483344287436,1483346087658,1483344287436
1483344284959,1483346092660,1483344289415
1483346100088,-,1483346100088
1483346104336,-,1483346104336
1483346107287,-,1483346107287
1483346112607,-,1483346112607
1483346124425,-,1483346124425
1483346160089,-,1483346160089
1483344367567,1483346167713,1483344367567
1483344382457,1483346182719,1483344382457
1483345912780,1483346206184,1483345912780
1483346206184,-,1483346206184
1483344414312,1483346217744,1483344414312
1483346219025,-,1483346219025
1483346224296,-,1483346224296
1483346236211,-,1483346236211
1483344450275,1483346252766,1483344450275
1483346254729,-,1483346254729
1483344461537,1483346262769,1483344461537
1483346270301,-,1483346270301
1483344491043,1483346292790,1483344491043
1483344504200,1483346307795,1483344504200
1483346312475,-,1483346312475
1483346319081,-,1483346319081
1483344518154,1483346322802,1483344518154
1483344527419,1483346332807,1483344530833
1483344530784,1483346332808,1483344530784
1483344537862,1483346342815,1483344537862
1483344541404,1483346342815,1483344541404
1483346359799,-,1483346359799
1483346359799,1483346364011,1483346359799
1483346364011,-,1483346364011
1483344569025,1483346372837,1483344569025
1483346376958,-,1483346376958
1483346414824,-,1483346414824
1483346420217,-,1483346420217
1483346432523,-,1483346432523
1483346452855,-,1483346452855
1483346472915,-,1483346472915
1483346481977,-,1483346481977
1483344701007,1483346502926,1483344701007
1483346534188,-,1483346534188
1483346536642,-,1483346536642
1483346542739,-,1483346542739
1483344738151,1483346542957,1483344738151
1483344739040,1483346542957,1483344742283
1483344742803,1483346542957,1483344742803
1483332992901,1483346562974,1483344762588
1483344763081,1483346567978,1483344763081
1483344767452,1483346572982,1483344771001
1483344768493,1483346572982,1483344768493
1483344771263,1483346572982,1483344771263
1483340961916,1483346575085,1483346006052
1483346577658,-,1483346577658
1483344776722,1483346577984,1483344776722
1483344777028,1483346577984,1483344777028
1483346598133,-,1483346598133
1483344798524,1483346603005,1483344798524
1483346613932,-,1483346613932
1483344812899,1483346618015,1483344816036
1483344819720,1483346623016,1483344819720
1483346627571,-,1483346627571
1483344829026,1483346633018,1483344832634
1483344841574,1483346643026,1483344841574
1483346648311,-,1483346648311
1483346027832,1483346661878,1483346027832
1483346661879,-,1483346661879
1483344860808,1483346663038,1483344860808
1483346663445,-,1483346663445
1483344887917,1483346688054,1483344887917
1483346694204,-,1483346694204
1483346709901,-,1483346709901
1483344911538,1483346713069,1483344911538
1483346723296,-,1483346723296
1483334849829,1483346738091,1483344935577
1483346746959,-,1483346746959
1483346748751,-,1483346748751
1483344952634,1483346753099,1483344952634
1483343283559,1483346768111,1483344967219
1483344966874,1483346768111,1483344966874
1483346784740,-,1483346784740
1483346792237,-,1483346792237
1483345005696,1483346808140,1483345005696
1483346821360,-,1483346821360
1483345018255,1483346823149,1483345018255
1483346844088,-,1483346844088
1483346850835,-,1483346850835
1483346860369,-,1483346860369
1483346862352,-,1483346862352
1483345058478,1483346863169,1483345061687
1483329851645,1483346895278,1483346671293
1483346901297,-,1483346901297
1483346911535,-,1483346911535
1483345122936,1483346923216,1483345122936
1483345147712,1483346948239,1483345147712
1483346970256,-,1483346970256
1483345169747,1483346973254,1483345169747
1483345170258,1483346978259,1483345173779
1483346985406,-,1483346985406
1483346990272,-,1483346990272
1483345192424,1483346993266,1483345192424
1483346995220,-,1483346995220
1483346996040,-,1483346996040
1483330890466,1483346998268,1483345193415
1483345199353,1483347003271,1483345202695
1483347010204,-,1483347010204
1483345248384,1483347053302,1483345248384
1483345263379,1483347068306,1483345263379
1483345263943,1483347068306,1483345267716
1483345271150,1483347073308,1483345271150
1483345291997,1483347093324,1483345291997
1483347108350,-,1483347108350
1483347115872,-,1483347115872
1483347121905,-,1483347121905
1483345321792,1483347123340,1483345321792
1483347147771,-,1483347147771
1483347149123,-,1483347149123
1483347159343,-,1483347159343
1483345823896,1483347159949,1483345823896
1483347159949,-,1483347159949
1483345362108,1483347168369,1483345365624
1483345365724,1483347168369,1483345365724
1483345366812,1483347168371,1483345366812
1483345371580,1483347173375,1483345371580
1483345373551,1483347178377,1483345373551
1483345403980,1483347208399,1483345403980
1483347208966,-,1483347208966
1483347214686,-,1483347214686
1483345432270,1483347233421,1483345432270
1483347237600,-,1483347237600
1483347239366,-,1483347239366
1483347249906,-,1483347249906
1483347275750,-,1483347275750
1483347281980,-,1483347281980
1483345487437,1483347288460,1483345487437
1483345496749,1483347298469,1483345496749
1483347326993,-,1483347326993
1483345523594,1483347328496,1483345523594
1483345525083,1483347328497,1483345525083
1483345549032,1483347353517,1483345549032
1483345551470,1483347353517,1483345551470
1483345552007,1483347353518,1483345552007
1483347363786,-,1483347363786
1483345571533,1483347373538,1483345571533
1483345572375,1483347373538,1483345572375
1483345583142,1483347383543,1483345583142
1483345585881,1483347388548,1483345585881
1483347389263,-,1483347389263
1483345618579,1483347423572,1483345618579
1483347433170,-,1483347433170
1483347453616,-,1483347453616
1483347466610,-,1483347466610
1483345668666,1483347473609,1483345668666
1483347484287,-,1483347484287
1483347490109,-,1483347490109
1483347494864,-,1483347494864
1483345694676,1483347498620,1483345694676
1483345709443,1483347513635,1483345709443
1483345715069,1483347518637,1483345715069
1483345727971,1483347528643,1483345727971
1483347532642,-,1483347532642
1483345728762,1483347533646,1483345728762
1483345749498,1483347553662,1483345749498
1483345749499,1483347553662,1483345749499
1483345788625,1483347588688,1483345788625
1483345793948,1483347598696,1483345793948
1483345808442,1483347608704,1483345808442
1483345810254,1483347613707,1483345810254
1483347632830,-,1483347632830
1483345837952,1483347638728,1483345837952
1483347648003,-,1483347648003
1483345005840,1483347653733,1483345849631
1483345876493,1483347678751,1483345876493
1483345887157,1483347688761,1483345887157
1483345891102,1483347693764,1483345891102
1483345899405,1483347703771,1483345899405
1483345928649,1483347728795,1483345928649
1483347730834,-,1483347730834
1483347738724,-,1483347738724
1483345935839,1483347738801,1483345935839
1483347750089,-,1483347750089
1483345950020,1483347753810,1483345950020
1483347768835,-,1483347768835
1483345972365,1483347773822,1483345972365
1483345972852,1483347773822,1483345972852
1483345993368,1483347798846,1483345996824
1483345994524,1483347798846,1483345994524
1483347801949,-,1483347801949
1483346000291,1483347803848,1483346000291
1483347816166,-,1483347816166
1483347820810,-,1483347820810
1483347824543,-,1483347824543
1483347827003,-,1483347827003
1483346038599,1483347843874,1483346042079
1483346041177,1483347843874,1483346041177
1483346054008,1483347858886,1483346054008
1483346067928,1483347868889,1483346067928
1483346065695,1483347873891,1483346070152
1483346082593,1483347883897,1483346082593
1483346100088,1483347903916,1483346100088
1483346104336,1483347908919,1483346104336
1483346107287,1483347908919,1483346107287
1483346112607,1483347913920,1483346112607
1483347924357,-,1483347924357
1483346124425,1483347928932,1483346124425
1483347939424,-,1483347939424
1483347942977,-,1483347942977
1483347943933,-,1483347943933
1483347943933,1483347946764,1483347943933
1483347946764,-,1483347946764
1483346160089,1483347963957,1483346160089
1483347968125,-,1483347968125
1483347972236,-,1483347972236
1483347991597,-,1483347991597
1483348003496,-,1483348003496
1483347924357,1483348005956,1483347924357
1483348005956,-,1483348005956
1483346206184,1483348008979,1483346206184
1483346219025,1483348023995,1483346219025
1483348027166,-,1483348027166
1483346224296,1483348028997,1483346224296
1483346236211,1483348039004,1483346236211
1483346254729,1483348059019,1483346254729
1483348062692,-,1483348062692
1483348063669,-,1483348063669
1483346270301,1483348074021,1483346270301
1483348076090,-,1483348076090
1483348093749,-,1483348093749
1483346312475,1483348114047,1483346312475
1483346319081,1483348124052,1483346319081
1483348160255,-,1483348160255
1483346364011,1483348164090,1483346364011
1483348165544,-,1483348165544
1483348176456,-,1483348176456
1483348178709,-,1483348178709
1483346376958,1483348179101,1483346376958
1483348206591,-,1483348206591
1483348216874,-,1483348216874
1483346414824,1483348219134,1483346414824
1483346420217,1483348224135,1483346420217
1483348230829,-,1483348230829
1483346432523,1483348234142,1483346432523
1483348241567,-,1483348241567
1483348248390,-,1483348248390
1483348253990,-,1483348253990
1483346452855,1483348254148,1483346452855
1483348269386,-,1483348269386
1483348271548,-,1483348271548
1483346472915,1483348279162,1483346476593
1483346481977,1483348284168,1483346481977
1483348305552,-,1483348305552
1483348325364,-,1483348325364
1483346534188,1483348334205,1483346534188
1483346536642,1483348339205,1483346536642
1483337973889,1483348339236,1483348067712
1483346542739,1483348344210,1483346542739
1483348351762,-,1483348351762
1483346577658,1483348379236,1483346577658
1483348383545,-,1483348383545
1483348385795,-,1483348385795
1483346598133,1483348399247,1483346598133
1483348411900,-,1483348411900
1483346627571,1483348429269,1483346627571
1483346648311,1483348449288,1483346648311
1483348449937,-,1483348449937
1483348452697,-,1483348452697
1483346661879,1483348464300,1483346661879
1483346663445,1483348464300,1483346663445
1483348485597,-,1483348485597
1483346694204,1483348494322,1483346694204
1483346709901,1483348514341,1483346709901
1483346723296,1483348524344,1483346723296
1483348537877,-,1483348537877
1483348230829,1483348538440,1483348265872
1483348538441,-,1483348538441
1483348544907,-,1483348544907
1483348546874,-,1483348546874
1483346746959,1483348549360,1483346746959
1483346748751,1483348549361,1483346748751
1483348572059,-,1483348572059
1483348588974,-,1483348588974
1483346784740,1483348589388,1483346784740
1483348591361,-,1483348591361
1483346792237,1483348594393,1483346792237
1483348620547,-,1483348620547
1483346821360,1483348624411,1483346821360
1483348636204,-,1483348636204
1483348636633,-,1483348636633
1483346844088,1483348644430,1483346844088
1483346850835,1483348654434,1483346850835
1483346860369,1483348664442,1483346860369
1483346862352,1483348664442,1483346862352
1483348684566,-,1483348684566
1483346901297,1483348704476,1483346901297
1483348705700,-,1483348705700
1483348706480,-,1483348706480
1483346911535,1483348719487,1483346914995
1483348738997,-,1483348738997
1483348747154,-,1483348747154
1483348758440,-,1483348758440
1483348772151,-,1483348772151
1483346970256,1483348774521,1483346970256
1483348776019,-,1483348776019
1483346985406,1483348794535,1483346989684
1483346990272,1483348794536,1483346990272
1483346995220,1483348799538,1483346995220
1483346996040,1483348799538,1483346996040
1483347010204,1483348814551,1483347010204
1483348818587,-,1483348818587
1483348838168,-,1483348838168
1483348849434,-,1483348849434
1483348857129,-,1483348857129
1483348886626,-,1483348886626
1483348887225,-,1483348887225
1483348890036,-,1483348890036
1483348906027,-,1483348906027
1483347108350,1483348909613,1483347108350
1483347115872,1483348919619,1483347115872
1483347121905,1483348924625,1483347121905
1483347147771,1483348949647,1483347147771
1483347149123,1483348949647,1483347149123
1483347159343,1483348959656,1483347159343
1483347159949,1483348964658,1483347159949
1483348980962,-,1483348980962
1483347208966,1483349009694,1483347208966
1483347214686,1483349014696,1483347214686
1483349015031,-,1483349015031
1483349026119,-,1483349026119
1483347237600,1483349039719,1483347237600
1483347239366,1483349039720,1483347239366
1483349042854,-,1483349042854
1483347249906,1483349054729,1483347249906
1483349055699,-,1483349055699
1483349059166,-,1483349059166
1483349069269,-,1483349069269
1483349075238,-,1483349075238
1483349077780,-,1483349077780
1483328775273,1483349079740,1483347275038
1483347275750,1483349079740,1483347275750
1483349083539,-,1483349083539
1483347281980,1483349084741,1483347281980
1483349113533,-,1483349113533
1483349116973,-,1483349116973
1483347326993,1483349129778,1483347326993
1483349143370,-,1483349143370
1483349150906,-,1483349150906
1483347363786,1483349164809,1483347363786
1483349168658,-,1483349168658
1483347389263,1483349189830,1483347389263
1483349216157,-,1483349216157
1483347433170,1483349234866,1483347433170
1483347453616,1483349254884,1483347453616
1483349266965,-,1483349266965
1483347466610,1483349269894,1483347466610
1483347484287,1483349284908,1483347484287
1483347490109,1483349294915,1483347490109
1483347494864,1483349294917,1483347494864
1483349266965,1483349295106,1483349266965
1483349295107,-,1483349295107
1483349306263,-,1483349306263
1483349313569,-,1483349313569
1483349315482,-,1483349315482
1483347532642,1483349334948,1483347532642
1483349340625,-,1483349340625
1483349349344,-,1483349349344
1483349354464,-,1483349354464
1483349366249,-,1483349366249
1483349366249,1483349370397,1483349366249
1483349370397,-,1483349370397
1483349385587,-,1483349385587
1483349399436,-,1483349399436
1483349434478,-,1483349434478
1483347632830,1483349435029,1483347632830
1483349437332,-,1483349437332
1483347648003,1483349450040,1483347648003
1483349454116,-,1483349454116
1483349470363,-,1483349470363
1483349482804,-,1483349482804
1483349491361,-,1483349491361
1483349521030,-,1483349521030
1483349535564,-,1483349535564
1483347738724,1483349540111,1483347738724
1483347750089,1483349550118,1483347750089
1483349575086,-,1483349575086
1483349584285,-,1483349584285
1483342758606,1483349605150,1483347803355
1483347801949,1483349605151,1483347801949
1483347816166,1483349620160,1483347816166
1483347820810,1483349625164,1483347820810
1483347824543,1483349625164,1483347824543
1483347827003,1483349630167,1483347827003
1483349641217,-,1483349641217
1483349641337,-,1483349641337
1483349667110,-,1483349667110
1483349042854,1483349697521,1483349046280
1483349697521,-,1483349697521
1483349711353,-,1483349711353
